sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
VMP1	22.5833234152903	22.7925443794679	22.0588733309685	22.6999995385936	22.3224928246217	23.147846762196	21.6897163450039	22.9951550219611	22.0188837420544	21.5357946113587	22.9323069189573	22.2376439303598	21.830624730306	22.2993735015564	21.987434539537	22.6516268875827	23.2473540543781	22.225924027405	22.3673707507149	21.8467409508687
VNN1	20.2441091753747	19.4236497478659	19.2738721527428	20.1692846084564	19.799753906521	20.3863809457782	21.9877364772497	18.4815398795443	19.8026658061455	21.3878207744954	19.2959536532831	19.7590061938782	19.3643307253137	19.6333919268782	21.1885250953202	19.5084755594052	19.1892847130798	19.5690108751555	20.4667901457888	19.5873117490501
VPS11	25.1969234353477	24.4777141988773	24.6785124107028	24.6181789908722	24.714066740557	24.5626996629654	24.7628041201161	24.661202705717	24.7755820409531	25.0124981771309	24.2824654109832	24.5419791255022	24.6906229051477	24.9655487856285	24.4951886698455	24.498708019086	24.462490001623	24.4177051026293	24.5555094058646	24.4950443177758
VPS13A	24.0425029109304	24.1466866372293	24.4597443377458	23.8439139596907	24.0611254013766	23.0433322716265	24.1337173726822	23.8536337174122	24.3569566970654	23.9416473117802	24.0773749244267	24.0443236241618	23.7552568272075	24.6314854306954	24.4142305798702	24.4352331947567	23.4842438601407	23.9228369866215	24.7218709270574	24.3417522714393
VPS13B	22.383707258765	23.1828586861356	22.6155402469085	22.551847415703	22.8044813702028	23.0571397156683	22.9187224996604	22.9723245417963	22.7280740583605	22.6766241044757	22.6459528412806	22.614045247998	22.964295683281	23.1701003852539	22.6360305124407	22.8330831897858	22.6622791995951	22.2985677671398	23.1396653369113	22.5516877569225
VPS13C	25.8589442714205	25.7896557239791	26.1756588900104	25.8547715086885	26.1084829091026	25.9129224468985	26.3994936149176	26.4849935738736	25.8885204012739	26.4514446816482	25.7616000139584	26.3796263236784	25.708539904661	25.8152583803151	25.5007905875693	25.9829703153872	26.9897484646347	25.694362628977	25.9730157738883	25.4712585440791
VPS13D	23.3269231548093	23.0249278177833	23.1583397468534	23.0003877510496	23.1469630254736	23.2033911367688	22.9345687520997	23.3820612228108	23.0199522932731	23.1518839045819	22.9456042552679	23.3508194715393	23.1076990177869	23.2351710556329	23.0349647576558	23.3334269393593	23.2725236749539	23.1953627641196	23.1855944648295	23.0304157699462
VPS16	25.1823205997561	24.6201315986816	24.6413130359744	24.788628779963	24.8601020677812	24.6551053004915	24.8103489546859	24.683697898386	24.759819439629	24.7819932352209	24.6453060039671	24.7325163233184	24.670908605686	25.0158768677464	24.7422276417312	24.5512152165832	24.5306343753826	24.4312466489139	24.5908772099091	24.5678386497661
VPS18	25.3616958552887	24.9292586279349	25.0718621023586	25.1192713828863	25.041469488479	24.9916472291355	25.0202850018102	25.1536062013702	25.075810953309	25.0894601138198	24.9756574354428	25.0819882641703	24.8114783310191	25.3922328870452	24.6904539295692	24.9866379835298	24.984876724183	24.5106168580643	25.1826685382738	24.7826030778433
VPS25	26.0412191248847	25.4490325225117	25.3822475536523	25.7139240397844	25.6922309969774	26.6269228049541	25.8893040522253	25.4277336670927	25.3202797188488	25.7330386868039	25.5291986626153	25.8173596637786	25.6839321734992	25.6380842565847	25.6159646376541	25.3438585575168	25.1823630118335	25.3584596965817	25.1735746918447	25.3573861973499
VPS26A	26.3733650124025	25.8631657001087	26.0049904307678	26.1850526847298	26.2283104146808	26.3763954643242	26.0154382358029	26.3250376323859	25.9969639600626	26.6841536087689	26.2997885582428	26.3105045630254	26.2226182153236	25.947215754075	26.0981814485426	25.9360920971163	26.2859594984138	26.5820073488907	25.5962008586905	26.2098234255984
VPS26B	24.9550560299696	24.8432720454478	25.2044455960164	25.0803932689084	24.8701791347923	25.4421656073447	25.2708217820833	24.9470210985578	25.3286543943183	25.5292494982176	24.9195230095628	25.136582800276	24.9285638673816	25.1538516461821	24.8085396286088	25.0891643846631	25.0157297451727	24.9675021488271	25.0857983255611	24.6474793607134
VPS26C	24.9994562575719	24.4352273883504	24.4319132006261	24.0808351514018	24.6650127247692	24.4018185192684	25.018367973701	24.671580608975	24.606378448513	25.1826120213299	24.3879798675284	24.4029505792774	24.5089959748469	24.6529804088715	24.2262459303437	24.5476765830568	24.3645143889409	24.3146570879074	24.3573365090732	24.6359387121814
VPS28	25.3530607959593	25.3614420173552	24.9786272940834	25.5246751311706	25.1984648740078	25.6725681560098	25.470924065468	25.1604310084678	25.004665107861	25.1984860404424	25.2628075278532	25.3488702971568	25.1001452830592	25.3563991680774	25.079338871074	25.3176909913902	25.1522761590634	25.2832823401233	24.9731095816678	24.9172557831401
VPS29	27.990804387028	27.8442702343739	27.8064286298105	27.9261044309145	28.0802696567502	28.3026357289014	28.2445464449599	28.0037619101873	27.9808297003438	28.4481418785139	27.870560104688	28.1141724124662	28.0419220390522	28.2252849894003	27.8508929949108	27.887682657215	27.7972767677645	28.2627309169436	27.1838341081243	27.7152316486971
VPS33A	23.590725263601	22.6145287631949	22.8948020136364	23.225715881216	22.6510849049888	23.0551040320834	23.2925110323192	23.3010015887673	23.1854533815374	23.2682774969186	22.725283303118	23.2539992732486	22.9727149580637	23.4680412971601	22.6376503752293	22.9613678042574	23.0275285080552	22.7003422447663	23.354337609754	22.7493265498315
VPS33B	20.9970186949361	20.6429837132216	20.8522377028849	20.9182242627453	20.913976311984	20.6937236687556	20.6512069008387	21.1247892337322	20.9382952278334	21.0901849360342	20.7250549987145	20.845188539063	20.5397287522544	20.5461924251883	20.0642935990406	20.5557399458633	20.4735791873059	20.8525553023184	20.7244682324294	20.7892268143922
VPS35	27.7840371798827	27.3737725096006	27.6202527997405	27.655536622054	27.4694439973355	27.7474490654987	27.3819845611167	27.6828794068472	27.4303250850114	27.5205675098274	27.8199075422201	27.8887886102156	27.4744376294806	27.3997120130367	27.2721843463941	27.423133610226	27.7782833834843	27.9472047793826	27.3848984614918	27.448356746415
VPS35L	24.8946652534324	24.2976673002964	24.6355754479533	23.8567456151867	24.5865258690329	24.0728771418638	24.6864342404066	24.5391615267452	24.0725673052049	24.4726764275908	24.2862966201048	24.0920445504485	24.159137804824	24.5363272749511	24.0157020887013	24.2907009620375	24.6290518294617	24.1420291263963	24.3436842009113	24.0767852524515
VPS36	25.8138984441447	25.2631786220812	25.0971873850684	25.5200131615653	25.6286458869039	26.0692400600909	25.6097692932452	25.3574538277772	25.1118258130664	25.5391697243595	25.4441355849579	25.5524591878109	25.5951193084573	25.3584865352123	25.1293490522061	25.0554717186411	24.8446616472904	25.157877134245	25.5199387826718	25.1884900124369
VPS37A	24.7397714566919	24.9069326971061	24.5546428924829	25.0837223639254	24.5139872605934	25.1016513183302	24.9969346469414	25.1662769936884	24.5827422003835	24.7919197700519	24.867619077725	24.7860381269391	24.3773033911138	25.7238089585679	24.6744545192279	24.7213104649812	24.7668582448231	24.7710927191933	24.8162192448786	24.3494967215307
VPS37B	24.2577798485851	24.1846938107153	23.8732988179053	24.3574093083228	24.2965710539311	24.5386509920181	24.2251350381568	24.1353605361029	24.130061374015	24.3467528368542	23.9383743437534	24.1262599414049	24.0067506758437	23.2893339391843	23.9762697201254	23.7967629366001	23.7931471073813	24.0566131513011	23.5574141116492	24.4873297981827
VPS37C	25.2629682641695	24.6744009697381	24.7602948936006	24.43820920081	25.2704543883024	25.4936011274139	25.5751332494342	24.2001923419816	24.4433029129246	24.9551324276878	24.819085996484	24.835484041929	24.9861924519834	24.6170953038338	24.6852827011453	25.124273078013	24.4435109174913	24.7773363267899	24.3215389126716	24.0318229847224
VPS39	24.7088974264508	24.3935644643128	24.8685059088594	24.5937254080067	24.5781797401854	24.5067629807978	24.566206905043	24.4159663384444	24.5710477801077	24.4579133827403	24.205237419332	24.2710534322734	24.3687137753498	24.9131304902779	24.1767918982222	24.3136842329434	24.2408996159735	23.9872300856318	24.3730781887197	24.2861342926505
VPS41	24.4876959015751	23.9727688235647	24.3272923093569	24.2262783737391	24.2171319895127	24.032424918821	24.2406994701112	24.0685261752645	24.198207918797	23.9041721738343	24.044867808241	24.0542964775676	23.9004146135666	24.6689273431823	23.5566745925772	23.8545500640994	23.8953802801664	23.0894035187847	23.7424658256716	23.7752491533034
VPS45	25.1701728334908	25.049850537286	25.2431370526093	25.0355175342018	24.8861681325835	24.8657839063424	25.1497420648879	25.4748828834264	25.2304671911797	25.2759867219416	25.1816624561498	25.0647121049795	25.3617062826273	25.298058560931	25.2049563952454	25.2991621597693	25.4825357248978	24.7990212764609	24.8575316190932	25.1430796995749
VPS4A	24.4553542612388	24.8989431126333	24.5998898787732	24.5404005797566	24.4243422351262	24.9605270944693	24.6538773387313	25.1253165161823	25.0448841399563	24.9590826953521	24.7310539195582	25.3329320436332	24.7395024152034	24.6181397614329	25.0768541696001	24.9399486032678	25.0247481864591	24.0699781120133	24.2438276644929	25.2097404922684
VPS4B	27.0452753823087	26.7162197789841	26.8190013608361	26.9594087813802	27.1175916771906	27.2990682231618	27.2586210892012	26.9796362457192	27.1693078041078	27.1795241538428	26.6770970211287	27.0044744982968	27.2191453736883	27.1648181513152	26.6809914851942	27.1124022599997	26.8766526203142	27.6877584323873	27.3885416926101	26.9860138904261
VPS50	23.8596738167155	23.3624402778446	23.595517453427	23.6369601038454	23.2761857045495	23.5716219366999	23.4127268481513	23.6870250903815	23.1923465912044	23.2052102935943	23.4049081793309	23.6022512219542	23.2715523145383	23.6169267620174	23.323174601041	23.8463185508444	23.970078266278	23.8912269371205	23.5976605319432	23.439474481148
VPS51	25.6632172883805	25.0287505061468	25.344230478584	25.2556142277653	25.2472780874427	25.4222529875794	25.3136932475254	25.5119069838736	25.2280500862196	25.0903675654316	25.1996824363116	25.5769122694144	25.1040069983188	25.4464798620545	25.385464091858	25.4231535294423	25.6132466444896	25.641868645823	25.0691577385075	25.2562302767531
VPS52	25.4851497372952	24.8055378994846	24.9898557301521	25.1015683263667	24.8420891591899	25.1546193245438	25.050692326183	25.3540083241137	25.0031602063704	24.9267145981869	25.0365478559554	25.4118575188419	24.9779544924791	25.3807387766564	25.2451388478688	25.380341259923	25.5729207512621	25.6013572662172	25.4236099582349	25.0165978687435
VPS53	25.389310201647	24.4677433644582	24.9229696582171	24.8604419919739	24.6353027211598	24.864791127131	25.1237419628258	25.1236309194873	24.6445318921559	24.8754792035948	24.6853574211479	25.1366116534823	24.8469597435344	25.051398403492	25.1696609949498	24.9249113633436	25.1006469375069	25.1975474168409	25.1774409095188	24.92688521411
VPS54	20.8323540923265	20.6774723220913	20.9493731152639	20.559427465525	20.3023152288494	20.458176313084	20.2583842934776	20.3101093737814	20.9801769442747	20.7824290466054	20.3143736181451	21.4930983186031	20.7838418425938	21.0395165153196	21.0606108149685	20.8587553660045	20.6069198350922	21.1666111863218	20.8821221903785	20.2333722164517
VPS72	23.1032350205142	23.1721691375499	23.3177125332213	23.0422190078732	22.7804189956441	23.1561103649928	22.6880825245889	22.9325033162303	23.1030323607583	22.6632145556495	22.702736807055	22.4613408387271	23.019302927081	23.2261988232637	22.728580320582	22.8293174037313	22.8168652206465	23.4929372731365	23.9880888400628	23.5011951242466
VPS8	24.9043528984171	24.4655021050881	24.792306297259	24.3952144790586	24.5826623092506	24.5968485244628	24.5976369947028	24.8052483607971	24.7216783254567	24.526667814792	24.4379209007832	24.7611417759288	24.3121554674862	24.6713271914225	24.5848858761867	24.5695813075831	24.6174691442881	24.2673891619906	24.8943418265246	24.3218474901972
VRK1	24.9703859309963	25.5234116446378	25.2714089665731	25.9932284685634	25.068703245213	25.1364092641736	25.0134347462185	24.8059517923181	24.9320556952696	24.9460910991378	25.4990821863801	25.424697057754	25.3956965080381	25.2421335454165	24.5234516271924	25.1103220481496	25.2577910097138	24.9405549099615	25.5885120570699	25.913984099214
VRK2	22.2388251124941	22.4056607573108	23.601174579669	22.6458098264558	22.2896563832435	21.8610379178941	21.948240750042	22.1817868482418	22.3365551017492	21.5444521969375	22.5299181425928	22.4602367501288	21.771147911647	21.6274870427195	22.5371198944495	22.6139378019629	24.2044574065267	22.2216101630884	22.8891721528181	23.0211010585993
VRK3	21.8261986229447	22.3597852801143	22.2871303089722	22.7222956560852	21.9189048753085	22.0555262761014	21.9619649962667	22.182976830196	22.5169364031626	21.782762677847	23.070715167947	21.774796558592	22.2855402675343	22.2666404820386	21.919168764045	23.5914570080583	22.6041825878394	21.7783286059704	21.4477378990592	22.4514742086851
VSIG4	21.8954261847241	22.0787386787638	21.6777959664559	22.3995624591789	22.3379279864395	21.6731742469588	22.3211954654175	21.8062177680949	22.1164582548369	22.615819939538	21.1149789469507	21.9086629122728	21.6109022457197	21.1622739942265	23.0744802577117	21.6417584701538	22.0376826024855	22.0531936712986	21.5684537617157	21.9278247868792
VSIR	22.4300104716708	22.4037658011258	22.8541190340487	22.7923737655427	22.1818619630462	22.249962194719	22.5995833008234	22.3804435117102	22.3703496638095	23.0042428075611	22.1207344512423	22.6991358384734	22.3925262858007	21.9753204735828	22.4773621137518	21.8057109972083	21.9064246868007	21.8067738835823	22.4832737011223	22.2841812963345
VSNL1	22.9846673671384	22.869026162629	23.1476320369338	26.7036040513611	23.4090940915631	23.3638967208585	23.6293040080074	23.1878136114877	23.1315874414224	22.2096218820039	22.9306796589677	21.805878482714	22.7177617267076	21.6195941724706	22.951992124554	23.1895048320086	21.0115617348212	21.8641352719474	22.7993100213828	21.1215973184913
VSTM2L	19.7439381609062	19.045605525084	19.2814279331326	19.2412700541708	19.9010463017599	19.8323759609531	19.7402598889249	19.9570766187448	20.4201219243566	20.608985123637	18.802950255867	23.0768101925697	20.3709385207431	19.5560781056708	18.6774211889267	19.8439612451747	18.8407321648336	20.1873416913357	20.4397815471593	19.4379159501972
VTA1	25.677080511507	25.4987821615225	25.5784408252858	26.4743248142598	26.3353924210299	26.1145982211679	26.2378462286446	26.1386669689077	25.6738666895474	26.0082840512318	26.2079569497471	26.8627211176467	26.3307562200996	26.0408554985914	26.0816834658349	26.2312478667461	25.975583788103	26.3441921957677	25.8368323082218	26.06676001812
VTCN1	22.9785947408744	21.880253340598	21.9831776763527	21.6528944188177	23.4744675838829	22.0563186104697	22.8720612032677	24.8042818773671	22.606525601479	22.4607352595437	21.5610101029689	21.7381888984107	23.9500250140154	21.9738624185552	23.066711623326	22.5103119138395	25.3885650752068	22.1274548503614	23.1746123787155	23.9143262064049
VTI1A	24.5583852923851	24.4500674487425	24.2693137301798	23.9967275255395	24.2124424507871	24.5480805035532	24.274291356221	24.7299148846894	23.5781521274661	23.9464365168768	24.469016381751	24.2541354275275	24.1151859800392	23.9957405103049	24.1988648112826	24.2937565300953	24.4295794162493	24.5299628693029	24.5086311124954	23.913249786069
VTI1B	23.7454221509262	23.6846356498615	23.8326820165706	23.4225344263615	23.5871012530039	24.0481754955946	23.2745759297629	24.4062068256481	23.5819819298672	23.2565885148277	24.2477607605227	23.5186489578362	23.3351517886552	23.3173265005871	23.0994368672128	23.6735192914443	23.6845704707745	23.1624553053454	23.8843811041308	23.2453693260297
VTN	28.3491143103168	27.8511576947881	28.8169788301021	27.5251909831737	28.4240272592462	27.577931673565	28.9566909561986	29.3121933447022	28.4836851094009	28.3230257798405	27.9518765170642	27.7376843463681	28.9287117237622	28.2523565531811	28.9429776714492	27.6665033314628	27.4128649416553	28.7156892030609	29.0496947882257	28.0621540509967
VWA1	26.1775760061057	25.3838562403858	25.6196459314205	25.2856002392204	26.1446878322672	25.646807204644	26.2960419205622	26.3551314646355	26.0561907207728	26.110281836424	25.5500747861501	25.4228464239084	26.5941239379127	26.3948871124485	26.2392750413979	25.8770591542786	25.5822034845882	26.6257806805169	25.7903002070459	25.7828279324234
VWA2	22.7789616066969	20.7252667581579	21.6238122053317	20.8083302754854	22.0929843914234	21.2430723908275	21.7641164078925	20.8496158030843	20.1132394707988	21.6777156347601	20.4595308219136	19.2427182586622	21.8601184090878	18.8859785832469	19.6809555448507	20.5364299928385	22.3163811669015	21.1205382802048	21.8802160619571	21.1859698853285
VWA5A	26.692929699273	24.6534494091882	25.2648733193415	24.6225137978481	25.6270878238233	24.6916371517381	25.694518049114	25.4779844040979	25.5287963942694	25.7857898742863	25.1448985692572	26.8394525784281	25.6449196616609	25.717682799042	25.2972462907475	26.2181735452049	26.2901532748157	24.7673412196852	25.4974895700736	24.649154854545
VWA8	24.7382112547549	24.6784826582121	24.1665475409519	23.8125004728747	24.5210349837037	25.8241049675709	24.689370009422	24.6888071514224	25.4588769268853	25.2443598578297	25.3355603667056	24.6161514202888	25.0048551177457	24.8845822237199	24.7934285430221	24.6697032837238	24.6883117933326	24.2975517933535	24.5360841451253	24.6809302643274
VWF	25.7351756302977	25.7807258262032	25.8086273379496	26.0457567545563	26.0000807059021	25.7862710422804	25.4048210238632	26.220124138215	26.2420952281002	27.3484679216096	25.7820540094874	25.5576206561211	26.0976461470751	26.0445989689408	26.104113492062	26.2042864935747	25.3573152270709	25.4598979821674	26.2358280491875	25.7374737712132
WAC	24.5041765166975	24.7300763893277	24.4970424509619	24.7026980727079	24.2765727610136	24.1679712202605	24.494741802953	24.0984162108881	24.7086035310986	24.6388516936169	24.5735422527398	24.2832759020866	24.8580623219994	24.557816520072	24.8205520366932	24.485260974814	24.7228897306841	24.4465602232592	25.073279674525	25.1036294121887
WAPL	24.7040448032874	25.0295539261645	24.8962256474734	25.4029569272898	24.8612623024824	24.7580521110808	24.6479918096267	24.820475147547	24.7314925058217	24.3680235588255	24.9580276208766	24.5166355668293	25.0089097470952	24.6809508603523	24.5374619635248	24.6010043227475	24.9305264349661	24.7025322944323	25.2038137194495	24.6015514299921
WARS1	27.8478634225993	28.6904464045779	28.1485325303963	29.6589158572595	27.9733749047897	28.0303268478517	28.0881920257062	27.918197092105	28.7324774482389	27.9065931065647	27.1251892364336	29.7049304294114	27.860766281768	27.4989668821327	27.5107505581061	27.8184529696251	27.443500227706	27.6573111102345	27.4820802434673	28.6869707829724
WARS2	24.2144329990204	24.270068098674	24.0707071287232	24.5005263777268	24.415611952485	24.4100516143971	24.176662928981	24.1094459806104	24.3933343936991	24.7851408692809	24.2399059784254	24.454389530847	24.7230996015816	24.2080518363202	24.2012067368545	24.2927017299892	24.709885519317	25.1104822015337	24.1889377352031	25.0968795488043
WAS	24.3372106149758	25.2123310175369	24.9261533312654	25.6928905972474	24.8179226755864	24.8841750405579	24.7420699874271	24.6039932404957	25.1002873851645	24.7768077312234	23.9039914403545	25.2122254161109	24.6731430608958	24.0096583634678	24.6281086276935	24.5824729982468	23.3539405518827	24.6491003946276	24.5987180429831	24.9349009395048
WASF1	20.1150081609911	20.2643440918949	20.3678805772878	20.4721873780172	20.9806775063614	20.3748184404651	20.5800179123188	20.2133421061594	20.3823418155974	20.1832889400827	20.749504651861	20.3197567847259	20.7522972737674	21.0131768046508	21.4043490764131	20.2858794841288	20.0068753114441	21.2175881124247	20.0897826804862	20.7877658101837
WASF2	26.3161748205714	26.0991316645008	25.8649091771293	26.60203399074	26.2126137817701	25.9691952644448	26.2960441533512	25.9526427155903	26.0775717579431	26.3116959131122	25.8350099031596	26.1416610635102	26.0523088183301	25.9445894854323	26.1878413126304	26.0587101680514	26.0909723633856	26.2154768195534	26.217271710496	26.0220318238537
WASF3	21.1564552251684	21.3507078818011	21.0709089171962	21.8328572650927	21.5407932925919	21.5930336253183	21.4127439643574	21.0901168783566	22.3962570491566	21.8408251777844	21.9719785818049	20.5652925280867	21.5887601876989	20.7676825275582	21.7645617335109	21.2138607119131	20.4115406326343	21.4039024203151	21.414402074112	21.6620472193418
WASHC1	24.8157321953298	24.705681552363	24.7413927995066	24.7239815365522	24.6625963560093	24.7915221427535	24.9345234028766	24.743661170119	24.7115960824392	24.9803916421686	24.5024813486156	24.9304313345578	24.7969843775581	24.9064847489762	24.6097169801257	24.8750623099966	24.5256007641763	24.9196797341303	24.4724575552067	24.5820117075316
WASHC2A	23.4148541252761	23.1190608397739	23.026540888645	23.572375937121	23.266109615033	23.4522223419444	23.0303666346166	23.3885909187472	23.1620822182743	22.9497559578514	23.0634373364412	23.5135722674398	23.0970142674333	23.246027400572	23.1866198692652	23.4279875864406	22.8833047796237	23.8124087540281	22.7631907899821	23.1157526015607
WASHC2C	23.3894728532726	23.9875598641411	23.4468067360376	23.8588172507722	23.5504028492118	23.6129378659106	23.4016398235184	23.5527170310095	23.3453364709192	23.3279348402364	23.5346244061806	23.4829899209514	23.5387127786956	23.6677902240052	23.508489974142	23.7432042851385	23.7373010106292	23.0678722550999	23.3540685388965	23.3038774948552
WASHC3	24.3683562647621	24.1912712545558	24.153469483512	24.3528817265063	24.531844066163	24.7093154568046	24.6157520109483	24.3665597658684	24.2101458536156	24.4259644913873	24.183321223537	24.9770449452572	24.2898183191338	24.5016880091365	24.3841792570346	24.3862822294847	24.1505020469741	24.4077201789521	24.2168083390445	24.4466189619917
WASHC4	24.7082744267615	24.7884136399065	24.7067607651415	25.0519203027194	24.5384506724667	24.8825554510677	24.321758964199	24.9060233219616	24.4788370060548	24.5641113636581	24.7735177191046	25.2793011312285	24.2601155434285	24.3975589130688	24.2727883801576	24.7119631667255	24.8393130591242	24.5797550882828	24.2523585807201	24.4226464176988
WASHC5	24.4672389665232	24.4590295564053	24.4610287271481	24.7433066049255	24.3742052411402	24.5234502749435	24.2486255642429	24.5475702229177	24.2441208362078	23.9425210826204	24.4901584369486	25.0309158310137	24.1602221044986	24.5233018242996	23.8852573633623	24.4912632861765	24.6876850156235	24.3033295406907	24.1994806511363	24.1639867910006
WASL	26.7342404819156	25.9971600868223	25.962747991352	26.0034306846549	26.53731086383	26.9510642592511	26.703518165443	26.454012060078	26.1532850893163	26.2452221581938	26.8638836058751	26.1573353041474	26.3700244424075	26.6068854443796	26.3923055884659	26.5171363791328	26.4988741716317	26.7501459413354	26.7375124557549	26.5902350666779
WBP11	25.3829717348622	25.6380008814219	25.9275188347157	26.0793323036524	25.5885327873893	25.6335410329321	25.4744353901472	25.5449291055227	25.290038794245	25.4059680212075	25.5677998105188	25.2874564536558	25.6267354763504	25.858694945367	25.240469555509	25.5186553699113	25.5169822703506	26.1138907306788	25.5248020996163	25.6828801681123
WBP2	25.5795507060891	26.2109671539824	26.1476824788206	26.2238888782694	25.6851722243412	26.4831326786579	26.5091174494304	25.8134451194816	26.3634990165089	26.0019560774995	25.1155980788134	25.7995123894861	25.1460825412345	27.0030990493015	26.8389562994088	25.3927594607109	26.6235016705133	25.1626811078938	25.6211156417018	26.1522327444459
WBP4	23.1352221233466	23.0714686722785	23.0735462434807	23.3248659154633	23.5368490730113	22.8299840963047	23.5164192709154	23.0693229761699	23.7053758628884	23.4396245992225	23.2739390877085	23.6017337212586	23.6583308512749	23.744950395748	23.5644164272957	23.1551343374758	23.0500814076139	23.6465786193358	23.9254730381512	23.2582107379703
WDCP	20.9256137366631	21.0690711803561	20.7586524862348	21.3605108527338	21.0356684045165	21.2806458740797	21.3539215138654	20.969387075736	21.7804421340787	20.4007040317424	20.2797794007899	20.8823322650756	20.7826428366195	21.0235029423025	20.8274587636101	20.5820901282208	20.5680870426054	21.2051304010912	21.4314105603507	20.9192071827131
WDFY1	25.2666168453681	24.7563619660485	25.213293000871	25.4863077658465	25.082989106134	25.012461068959	25.1581036647678	24.7559296167877	25.2704569703154	25.2859910093096	24.5983282610508	25.5300320395948	25.0328522831315	24.8124245252371	24.6356035132688	24.958063720245	24.2771169344344	24.4803372893073	24.3971225825149	24.5849822556373
WDFY2	21.3616985482415	20.8970903826586	21.4906240556308	20.9804875229853	21.0043995127874	21.139741778782	21.1294633059713	20.9010896927332	21.5427253162073	22.1229180101684	21.0179305122892	21.9593584219926	21.5418448312856	20.9741867205871	21.6069346742402	21.1958831237691	20.787216852375	21.0997640883539	20.6680145117791	21.6655769612794
WDFY3	23.5361188414968	23.333935485116	23.5711788420821	22.8386866184408	23.126963771841	23.3477893912971	23.2605977504639	23.53715169329	23.5000419119932	22.9744998616114	23.5007755635832	23.1877591314809	23.0967457530951	23.3517563701679	23.7136782973839	23.4881427014843	23.6385136665378	23.1405537717659	23.0129428384842	23.1425030927412
WDFY4	23.3067837885204	24.090800086258	24.171804885631	24.5426244955761	23.9854480593605	23.5941617544216	23.2895176993031	23.6092851957937	23.9614620864293	23.3375453148205	23.3237774370381	23.5077936395858	23.7529492332681	23.3149061138714	23.6494948193802	23.6789940399436	22.5772539325142	23.3499827274198	23.7890564268489	23.6358492507092
WDHD1	22.5640759726206	23.7690793546643	23.2336640186646	23.5528211837849	22.5375779253285	23.2886092640702	22.4961789404013	23.2129243910688	23.4142822734257	22.0923665022035	23.0487744332366	22.8961980275944	23.044652151551	22.5919289914103	22.586386459048	23.1756079509726	23.4458839561262	23.0447428568763	24.1947759808192	24.2605588089333
WDR1	29.9435450207259	29.0590106392726	29.4155004695495	29.4829213317049	29.4627875686849	29.1980492085237	29.5710792265348	29.6284393258441	29.2548368604305	29.2445631755454	29.2970772589286	29.3148214828551	29.5950318552401	29.2115880607139	29.3221961794141	29.8026083227101	29.1116116993885	29.0146160949122	28.7031851786281	29.4716871417866
WDR11	25.4737512706182	25.5099580779433	25.3250058648507	25.5446804990652	25.4131335555684	25.428038127414	25.2351443377303	25.6029096700791	25.1779892871426	25.1490491789967	24.9366163341336	25.6767387320239	25.1856427413751	25.4255455200387	25.3461301568781	25.1629778683169	25.7337984461554	25.3302984063971	25.0688169368729	25.0075537672722
WDR12	24.3001773368184	24.9797763381807	24.701485286006	25.4869398354949	25.059129829121	24.9010073726082	24.5317658012023	24.4680378575313	25.2423438182468	24.8291502318642	24.4681279796425	24.8814535729644	24.72618935277	24.8639217442528	25.0342936986122	24.1920158616978	24.4821455585361	25.4003344738303	24.5998672283963	26.0082453634868
WDR13	24.4777462508138	23.6661934996269	23.8555605406955	23.8224009045199	23.9353345075828	23.797549636887	24.294380753683	24.0042872469205	23.5635273645787	24.3183566648778	24.0204097576031	24.159140769421	24.028167374865	24.2819228479722	23.9505701513374	24.595805254211	24.1484488947986	24.7944048104261	23.8788461377687	24.0776865287184
WDR17	18.3374177107048	21.424093653694	20.8421368657592	19.8790282517448	19.9502570658809	21.3360965696156	20.0296952155961	22.8761309040414	23.4456455617813	21.0878748649542	21.1863685280736	20.8969039181327	20.7058792380803	21.5651494716409	21.5801633388789	21.1293732374342	21.2317253837939	20.8457989901042	23.6307716145419	20.7276137818187
WDR18	25.6435507040284	25.5060599985086	25.3438953618061	25.9451793337639	25.4145566367462	25.4062870359608	25.3494951618777	25.4385447783804	25.8564363001809	25.1927236155005	25.5459370412112	25.6652960111062	25.3908142116651	25.4812527211434	25.6037317557076	25.387339009408	25.0665601182009	25.3234310748254	25.9607326135143	26.1644845650434
WDR19	23.4511638234586	22.8132932832852	23.318234297256	22.648674168445	23.4052778462621	22.7316147508777	23.3378848766498	22.6422284264412	22.722293261634	22.6791764007347	22.7714791381085	22.3051970258167	22.8737082122814	23.769597626132	22.243465697267	23.0740091451948	23.8423161345566	22.4059942577374	23.0533206817519	22.3226067646213
WDR20	22.6502743629915	22.631545129322	22.4159855493297	22.3597427711778	22.4610589627815	23.0359905012983	22.5406887785551	22.8700945628956	22.7802066152161	22.566852807368	22.4195544311755	22.5228995580373	22.6969338606794	22.2787834404342	22.1923875607114	22.5724643154882	22.8559684129768	22.3427490558344	22.2706373469494	22.7306690533466
WDR24	23.0993186677513	22.7047327340264	22.7765103969942	22.5351437478829	22.584942617589	22.6499374779679	22.7286803516981	22.5322048850106	22.255234748573	22.7441980982235	22.7088260986877	22.9346917823153	22.7411349779241	22.8200911044904	22.8151539764473	22.4498761714092	22.8407374377756	22.8585323897468	23.2844277098917	22.7268253566376
